Course Code,Name,Description,Prerequisites,Corequisites,Exclusions,Recommended_prep,Distribution,Hours,Delivery Mode
UTM196H5,utmONE Scholars: Building Global Justice,"This course focuses on themes of social justice, global change, and conflict through the lens of multiple disciplines. Through the exploration of concepts such as class, race, gender, religion, culture, and power on a global level, students will be involved in assignments and small group activities that develop and refine key skills that contribute to student success in university courses.",,,UTM110H5orUTM111H5orUTM112H5orUTM113H5orUTM114H5orUTM115H5orUTM116H5orUTM117H5orUTM118H5orUTM119H5orUTM190H5orUTM191H5orUTM192H5orUTM193H5orUTM194H5orUTM195H5orUTM197H5,,"Humanities, Social Science",24S,In Class
UTM197H5,utmONE Scholars: Humans in Nature: Interactions and Impacts,"This course will explore how humans have utilized the natural world and the impacts it has had on both the global environment and human societies. We will focus on topics such as human and natural history, conservation, sustainability, resource exploitation, domestication, GMOs, and our fascination with nature. The course will include a field walk in our campus environment.",,,UTM110H5orUTM111H5orUTM112H5orUTM114H5orUTM115H5orUTM116H5orUTM117H5orUTM118H5orUTM119H5orUTM190H5orUTM191H5orUTM192H5orUTM193H5orUTM194H5orUTM195H5orUTM196H5,,"Social Science, Science",24S,In Class
VCC101H5,Introduction to Visual Culture,"(FormerlyCCT201H5/VCC201H5) Introduces the ways in which we use and understand images across the realms of art, advertising, mass media, and science, with examples drawn from painting, photography, film, television, and new media. Presents a diverse range of recent approaches to visual analysis and key theories of visual culture.",,,FAH201H5orCCT201H5orVCC201H5,CCT109H5or (FAH101H5orFAH202H5),Humanities,24L/12T,In Class
VCC205H5,Monsters,"This course examines monster movies and television shows alongside readings from monster literature, comics, and critical essays. It considers the social significance of the monster in order to learn something about how the threat of the monster relates to historical anxieties concerning mass-media technologies, social deviance, and the hybrid forms of visual media culture that we typically associate with the era of 21st-century convergence culture but define the genre of monster media from its ancient beginnings.",,,VCC340H5,VCC101H5orVCC201H5,Humanities,24L/12T/24P,In Class
VCC236H5,North American Consumer Culture: 1890-Present,"Examines the history and theoretical treatments of mass consumerism in North American society. We will look at the relationship between the market and cultural politics, cultural production, and mass consumption. Specific topics include: the shift from mass production to mass consumption; the growth of department stores; the rise of advertising; the relationship of race, class, and gender to consumer capitalism; the development of product brands; and the emergence of global marketing.",,,HIS336H5orVCC336H5,VCC101H5orVCC201H5,Humanities,24L/12T,In Class
VCC290H5,Topics in Visual Culture and Communication,An examination of a topic in Visual Culture. Topics vary from year to year; the content in any given year depends on the instructor. This will be a lecture course.,,,,VCC101H5orVCC201H5,Humanities,24L/12T,In Class
VCC292H5,Topics in Visual Culture and Communication,"An in-depth examination of topics in visual and media culture, from both historical and contemporary perspectives. Topics vary from year to year, and the content in any given year depends upon the instructor.",,,,VCC101H5orVCC201H5,Humanities,24L/12T,In Class
VCC304H5,Visual Culture and the Politics of Identity,"Examines the ways in which social-cultural identities are constructed by, and at times disrupt, various visual technologies, logics, and representational strategies. Issues and problems to be addressed include nationality, stereotyping, invisibility, and surveillance. Course materials will be drawn from modern and contemporary art and visual culture, and will also include readings from the fields of feminism, race studies, queer theory, and performance studies.",CCT200H5orVCC101H5orVCC201H5,,,,Humanities,24L,In Class
VCC306H5,Visual Culture and Colonialism,"Many of our most popular and influential image technologies, visual forms, and ways of thinking about images first developed in the second half of the 19th century: the heyday of European colonialism. This course re-examines the visual culture of modernity in the light of this deeply colonial genealogy, through forms such as photography, colour printing, film, exhibitions, postcards, maps, scientific illustrations, and the body as image.",VCC101H5orVCC201H5,,VCC302H5,,Humanities,24L,In Class
VCC309H5,Society and Spectacle,Spectacles have been vehicles of social and political power at varying historical moments and locations. Since Guy Debord's Society of the Spectacle was published in 1967 the term has been deployed as a critical concept for thinking about visual culture. This course takes up a number of historical case studies in order to locate and situate phenomena associated with spectacle and spectacular visual entertainments. Topics may include the role of images in mediating contemporary social relations and the connection between spectacle and violence.,VCC101H5orVCC201H5,,VCC209H5,,Humanities,24L/36P,In Class
VCC338H5,Picturing the Suburbs,"This course considers how images of suburbia circulate between two interrelated but often counter-posed realms of visual culture: the popular genres of film, television, and new media entertainment and the iconography of ""high"" art practices such as painting, photography, and avant-garde film. In the process it addresses such fundamental issues as the relation between art and mass production, the aesthetics of private and public space, and the role that visual media play in constructing the socio-political space of the built environment.",VCC101H5orVCC201H5,,,,Humanities,24L/36P,In Class
VCC360H5,South Asian Visual Culture,"Popular imagery from the Indian subcontinent is now increasingly visible in the global arena, particularly via the West's discovery of 'Bollywood.' But what have these images meant to South Asians themselves, what are their histories, what traditions and practices do they draw on? This course introduces key concepts for understanding South Asian visual culture and its multifaceted postcolonial modernity. Images examined include popular prints, film, photography, comic books, urban environments, advertisements, crafts, art, propaganda, rituals, television, and the internet.",VCC101H5orVCC201H5,,,,Humanities,24L,In Class
VCC390H5,Topics in Visual Culture and Communication,"An in-depth examination of topics in visual and media culture, from both historical and contemporary perspectives. Topics vary from year to year, and the content in any given year depends upon the instructor.",VCC101H5orVCC201H5,,,,Humanities,24L,In Class
